"id","subjid","testing","mode","condition","spatial","temporal_first","mask","start","end","time","section","temporal","topic","number","stimID","questype","key","text_key","response","text_response","accuracy","rt","falsetries","num_resp","resp_trajectory","resp_first","resp_first_time","resp_first_acc","resp_last","resp_last_time","resp_last_acc","trajectory","traj_first_length","traj_last_length"
"948","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","2","2","","","20,0.75","","","1","30874","0","1","20,0.75","20,0.75","29140","1","20,0.75","29140","1","20,0.5,20,0.75","2","2"
"949","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","3","3","","","","","","","59263","0","0","","","","","","","","","",""
"950","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","4","4","","","40,0.5","","","1","26191","0","1","40,0.5","40,0.5","12834","1","40,0.5","12834","1","40,0.25,40,0.5","2","2"
"951","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","5","5","","","","","","","21603","0","0","","","","","","","","","",""
"952","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","6","6","","","20,0.75","","","1","28167","0","1","20,0.75","20,0.75","26625","1","20,0.75","26625","1","20,0.75","1","1"
"953","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","7","7","","","20,0.5","","","1","15875","0","1","20,0.5","20,0.5","14344","1","20,0.5","14344","1","20,0.5","1","1"
"954","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","8","8","","","40,0.5","","","1","17145","0","1","40,0.5","40,0.5","15770","1","40,0.5","15770","1","20,0.5,40,0.5","2","2"
"955","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","9","9","","","100,0.5","","","1","14270","0","1","100,0.5","100,0.5","12990","1","100,0.5","12990","1","20,0.5,100,0.5","2","2"
"956","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","10","10","","","100,0.25","","","1","15759","0","1","100,0.25","100,0.25","14493","1","100,0.25","14493","1","40,0.25,100,0.25","2","2"
"957","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","11","11","","","100,0.75","","","1","12287","0","1","100,0.75","100,0.75","11099","1","100,0.75","11099","1","20,0.75,100,0.75","2","2"
"958","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","12","12","","","100,0.5","","","0","33252","3","3","100,0.25,100,0.25,100,0.75","100,0.25","9353","0","100,0.75","17281","0","100,0.25,100,0.75,100,0.75,100,0.5","1","2"
"959","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","13","13","","","","","","","26685","0","0","","","","","","","","","",""
"960","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","14","14","","","20,0.25","","","1","21091","0","1","20,0.25","20,0.25","18780","1","20,0.25","18780","1","","0","0"
"961","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","15","15","","","20,0.75","","","1","29918","0","1","20,0.75","20,0.75","28651","1","20,0.75","28651","1","20,0.5,40,0.5,100,0.5,100,0.75,40,0.75,40,0.75,20,0.75","7","7"
"962","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","16","16","","","100,0.75","","","1","17534","0","1","100,0.75","100,0.75","16738","1","100,0.75","16738","1","20,0.75,100,0.75","2","2"
"963","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","17","17","","","40,0.25","","","1","13373","0","1","40,0.25","40,0.25","11857","1","40,0.25","11857","1","40,0.25","1","1"
"964","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","18","18","","","40,0.75","","","1","24420","0","1","40,0.75","40,0.75","23344","1","40,0.75","23344","1","40,0.25,40,0.5,40,0.75","3","3"
"965","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","19","19","","","20,0.5","","","1","19012","0","1","20,0.5","20,0.5","18081","1","20,0.5","18081","1","20,0.5,40,0.5,100,0.5,20,0.5","4","4"
"966","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","20","20","","","100,0.25","","","0","23512","1","2","20,0.25,100,0.25","20,0.25","15937","0","100,0.25","22674","1","40,0.25,20,0.25,100,0.25","2","3"
"967","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Superimposed","Binomial","21","21","","","","","","","22360","0","0","","","","","","","","","",""
"968","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","0","0","Text","","","","","","3368","","","","","","","","","","","",""
"969","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","1","16","Comprehension","0","","1","","0","39807","0","","","","","","","","","","",""
"970","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","2","7","Recall","2","","2","","1","15157","0","","","","","","","","","","",""
"971","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","3","2","Recall","1","","1","","1","10766","0","","","","","","","","","","",""
"972","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","4","9","Comprehension","3","","0","","0","35927","0","","","","","","","","","","",""
"973","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","5","12","Comprehension","2","","1","","0","26976","0","","","","","","","","","","",""
"974","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","6","1","Recall","0","","0","","1","7960","0","","","","","","","","","","",""
"975","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","7","4","Recall","3","","3","","1","7759","0","","","","","","","","","","",""
"976","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","8","11","Comprehension","0","","0","","1","9864","0","","","","","","","","","","",""
"977","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","9","14","Comprehension","2","","3","","0","25761","0","","","","","","","","","","",""
"978","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","10","8","Recall","3","","3","","1","8023","0","","","","","","","","","","",""
"979","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","11","5","Recall","0","","0","","1","4943","0","","","","","","","","","","",""
"980","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","12","10","Comprehension","1","","0","","0","42671","0","","","","","","","","","","",""
"981","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","13","13","Comprehension","1","","3","","0","19056","0","","","","","","","","","","",""
"982","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","14","3","Recall","2","","2","","1","6095","0","","","","","","","","","","",""
"983","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","15","6","Recall","1","","1","","1","8392","0","","","","","","","","","","",""
"984","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Superimposed","Binomial","16","15","Comprehension","3","","2","","0","12704","0","","","","","","","","","","",""
"985","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Tutorial","","Power Law","0","","","","","","","","2960","","","","","","","","","","","",""
"986","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Tutorial","","Power Law","1","","","","","","","","17503","","","","","","","","","","","",""
"987","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Tutorial","","Power Law","2","","","","","","","","28638","","","","","","","","","","","",""
"988","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Tutorial","","Power Law","3","","","","","","","","17543","","","","","","","","","","","",""
"989","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Tutorial","","Power Law","4","","","","","","","","22015","","","","","","","","","","","",""
"990","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Tutorial","","Power Law","5","","","","","","","","27128","","","","","","","","","","","",""
"991","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Tutorial","","Power Law","6","","","","","","","","41311","","","","","","","","","","","",""
"992","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","0","0","","","","","","","2714","0","0","","","","","","","","","",""
"993","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","1","1","","","5,0.6","","","1","19414","0","1","5,0.6","5,0.6","18636","1","5,0.6","18636","1","3,0.6,5,0.6","2","2"
"994","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","2","2","","","1,1.4","","","1","9741","0","1","1,1.4","1,1.4","8243","1","1,1.4","8243","1","1,1,1,1.4","2","2"
"995","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","3","3","","","","","","","34901","0","0","","","","","","","","","",""
"996","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","4","4","","","3,1.4","","","1","13502","0","1","3,1.4","3,1.4","12634","1","3,1.4","12634","1","5,0.6,3,0.6,3,1.4","3","3"
"997","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","5","5","","","","","","","7094","0","0","","","","","","","","","",""
"998","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","6","6","","","5,0.6","","","1","11627","0","1","5,0.6","5,0.6","10960","1","5,0.6","10960","1","5,0.6","1","1"
"999","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","7","7","","","1,1.4","","","1","6849","0","1","1,1.4","1,1.4","6171","1","1,1.4","6171","1","1,1.4","1","1"
"1000","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","8","8","","","1,0.6","","","1","57159","0","1","1,0.6","1,0.6","56070","1","1,0.6","56070","1","3,0.6,3,1,3,1.4,1,1.4,3,1.4,1,1.4,1,1,1,0.6,1,1,1,1.4,1,0.6,3,0.6,1,0.6","13","13"
"1001","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","9","9","","","","","","","5909","0","0","","","","","","","","","",""
"1002","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","10","10","","","5,1","","","0","73190","3","3","1,1.4,5,0.6,1,0.6","1,1.4","13725","0","1,0.6","51644","0","1,1.4,1,0.6,5,0.6,3,0.6,5,0.6,3,0.6,1,0.6,5,0.6,5,1","1","7"
"1003","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","11","11","","","1,1","","","1","20812","0","1","1,1","1,1","19929","1","1,1","19929","1","1,1","1","1"
"1004","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","12","12","","","3,1.4","","","1","17573","0","1","3,1.4","3,1.4","16851","1","3,1.4","16851","1","3,0.6,3,1,3,1.4","3","3"
"1005","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","13","13","","","3,0.6","","","1","13205","0","1","3,0.6","3,0.6","12179","1","3,0.6","12179","1","3,0.6","1","1"
"1006","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","14","14","","","","","","","7174","0","0","","","","","","","","","",""
"1007","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","15","15","","","3,1","","","1","64880","0","1","3,1","3,1","64162","1","3,1","64162","1","3,0.6,3,1,3,0.6,3,1.4,3,1","5","5"
"1008","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","16","16","","","3,0.6","","","1","10810","0","1","3,0.6","3,0.6","10174","1","3,0.6","10174","1","3,0.6","1","1"
"1009","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","17","17","","","1,1.4","","","1","9883","0","1","1,1.4","1,1.4","9184","1","1,1.4","9184","1","1,1.4","1","1"
"1010","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","18","18","","","","","","","11413","0","0","","","","","","","","","",""
"1011","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","19","19","","","5,0.6","","","0","42868","2","3","5,1.4,5,1,5,0.6","5,1.4","30714","0","5,0.6","41929","1","5,0.6,1,0.6,5,0.6,5,1.4,5,1,5,0.6","4","6"
"1012","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","20","20","","","3,1","","","1","34052","0","1","3,1","3,1","32810","1","3,1","32810","1","5,0.6,5,1,3,1,5,1,3,1","5","5"
"1013","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","21","21","","","3,0.6","","","0","66412","3","3","1,0.6,1,1,1,1.4","1,0.6","39650","0","1,1.4","55369","0","5,0.6,5,1.4,3,1.4,1,1.4,1,1,1,0.6,1,1,3,1,1,1,1,1.4,3,1.4,3,0.6","6","10"
"1014","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","22","22","","","5,1.4","","","0","115773","1","2","1,1.4,5,1.4","1,1.4","110872","0","5,1.4","115008","1","3,0.6,5,0.6,3,0.6,5,0.6,5,1,5,1.4,3,1.4,3,1,3,0.6,3,1.4,1,1.4,5,1.4","11","12"
"1015","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Practice","Separated","Power Law","23","23","","","","","","","4494","0","0","","","","","","","","","",""
"1016","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","0","0","Text","","","","","","989","","","","","","","","","","","",""
"1017","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","1","12","Comprehension","1","","1","","1","20136","0","","","","","","","","","","",""
"1018","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","2","6","Recall","1","","1","","1","11828","0","","","","","","","","","","",""
"1019","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","3","4","Recall","3","","3","","1","11806","0","","","","","","","","","","",""
"1020","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","4","15","Comprehension","1","","3","","0","31182","0","","","","","","","","","","",""
"1021","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","5","7","Recall","2","","2","","1","6711","0","","","","","","","","","","",""
"1022","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","6","1","Recall","0","","0","","1","6925","0","","","","","","","","","","",""
"1023","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","7","14","Comprehension","3","","1","","0","2704","0","","","","","","","","","","",""
"1024","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","8","13","Comprehension","3","","2","","0","8255","0","","","","","","","","","","",""
"1025","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","9","11","Comprehension","0","","0","","1","30744","0","","","","","","","","","","",""
"1026","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","10","16","Comprehension","2","","1","","0","9856","0","","","","","","","","","","",""
"1027","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","11","10","Comprehension","2","","0","","0","14975","0","","","","","","","","","","",""
"1028","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","12","8","Recall","3","","2","","0","9952","0","","","","","","","","","","",""
"1029","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","13","9","Comprehension","0","","3","","0","24743","0","","","","","","","","","","",""
"1030","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","14","5","Recall","0","","0","","1","15816","0","","","","","","","","","","",""
"1031","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","15","3","Recall","2","","3","","0","11031","0","","","","","","","","","","",""
"1032","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Test","Separated","Power Law","16","2","Recall","1","","0","","0","4512","0","","","","","","","","","","",""
"1033","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","0","","","","","","","","3216","","","","","","","","","","","",""
"1034","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","1","","","","","","no","","6330","1","","","","","","","","","","",""
"1035","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","2","","","","","3","","","4530","0","","","","","","","","","","",""
"1036","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","3","","","","","2","","","3521","0","","","","","","","","","","",""
"1037","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","4","","","","","0","","","2466","0","","","","","","","","","","",""
"1038","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","5","","","","","1","","","1562","0","","","","","","","","","","",""
"1039","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","6","","","","","1","","","2226","0","","","","","","","","","","",""
"1040","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","7","","","","","1","","","3849","0","","","","","","","","","","",""
"1041","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","8","","","","","","radio 1","","5002","0","","","","","","","","","","",""
"1042","NONTURK867734329","false","forced","2","Superimposed","Superimposed first","1","2014/3/28 5 11:33","2014/3/28 5 12:10","37.38","Background","","","9","","","","","","radio 1","","3386","0","","","","","","","","","","",""
"1043","NONTURK392641483","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1044","NONTURK125749913","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1045","NONTURK611296647","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1046","NONTURK306825390","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Introduction","","","0","","","","","","","","9483","","","","","","","","","","","",""
"1048","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Tutorial","","Binomial","0","","","","","","","","6961","","","","","","","","","","","",""
"1049","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Tutorial","","Binomial","1","","","","","","","","12257","","","","","","","","","","","",""
"1050","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Tutorial","","Binomial","2","","","","","","","","11122","","","","","","","","","","","",""
"1051","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Tutorial","","Binomial","3","","","","","","","","13681","","","","","","","","","","","",""
"1052","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Tutorial","","Binomial","4","","","","","","","","8340","","","","","","","","","","","",""
"1053","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Tutorial","","Binomial","5","","","","","","","","6405","","","","","","","","","","","",""
"1054","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","0","0","","","","","","","10429","0","0","","","","","","","","","",""
"1055","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","1","1","","","100,0.25","","","1","23902","0","1","100,0.25","100,0.25","22034","1","100,0.25","22034","1","100,0.25,100,0.25,40,0.25,100,0.25","4","4"
"1056","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","2","2","","","20,0.75","","","1","14654","0","1","20,0.75","20,0.75","13738","1","20,0.75","13738","1","20,0.5,20,0.75","2","2"
"1057","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","3","3","","","","","","","6884","0","0","","","","","","","","","",""
"1058","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","4","4","","","40,0.5","","","1","14045","0","1","40,0.5","40,0.5","9859","1","40,0.5","9859","1","100,0.25,40,0.25,40,0.5","3","3"
"1059","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","5","5","","","","","","","8632","0","0","","","","","","","","","",""
"1060","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","6","6","","","20,0.75","","","1","42626","0","1","20,0.75","20,0.75","41413","1","20,0.75","41413","1","20,0.5,20,0.5,20,0.5,20,0.75,40,0.75,20,0.75,20,0.5,20,0.25,20,0.75,20,0.75,20,0.75,20,0.5,20,0.5,20,0.75","14","14"
"1061","NONTURK392641483","false","forced","1","Superimposed","Separated first","0","2014/3/28 5 14:56","2014/3/28 5 15:15","18.77","Practice","Separated","Binomial","7","7","","","20,0.5","","","1","8543","0","1","20,0.5","20,0.5","7483","1","20,0.5","7483","1","20,0.5","1","1"
