"id","subjid","testing","mode","condition","spatial","temporal_first","mask","start","end","time","section","temporal","topic","number","stimID","questype","key","text_key","response","text_response","accuracy","rt","falsetries","num_resp","resp_trajectory","resp_first","resp_first_time","resp_first_acc","resp_last","resp_last_time","resp_last_acc","trajectory","traj_first_length","traj_last_length"
"2","NONTURK576197584","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","NONTURK20150086","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Introduction","","","0","","","","","","","","9054","","","","","","","","","","","",""
"5","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Binomial","0","","","","","","","","10136","","","","","","","","","","","",""
"6","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Binomial","1","","","","","","","","14984","","","","","","","","","","","",""
"7","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Binomial","2","","","","","","","","19591","","","","","","","","","","","",""
"8","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Binomial","3","","","","","","","","10003","","","","","","","","","","","",""
"9","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Binomial","4","","","","","","","","55620","","","","","","","","","","","",""
"10","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Binomial","5","","","","","","","","5062","","","","","","","","","","","",""
"11","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","0","0","","","40,0.5","","","0","64632","1","2","40,0.25,40,0.5","40,0.25","42573","0","40,0.5","58964","1","40,0.25,40,0.25,40,0.25,100,0.25,40,0.25,100,0.25,40,0.25,40,0.5","7","8"
"12","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","1","1","","","","","","","9472","0","0","","","","","","","","","",""
"13","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","2","2","","","20,0.75","","","0","82681","3","3","20,0.25,20,0.25,40,0.25","20,0.25","29761","0","40,0.25","64567","0","20,0.25,40,0.25,100,0.25,100,0.5,100,0.25,20,0.25,40,0.25,20,0.25,20,0.75","1","7"
"14","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","3","3","","","20,0.5","","","1","38859","0","1","20,0.5","20,0.5","31978","1","20,0.5","31978","1","20,0.5,20,0.5,40,0.5,100,0.5,20,0.5,20,0.5","6","6"
"15","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","4","4","","","40,0.5","","","1","9761","0","1","40,0.5","40,0.5","8765","1","40,0.5","8765","1","20,0.5,40,0.5","2","2"
"16","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","5","5","","","100,0.5","","","1","8217","0","1","100,0.5","100,0.5","7014","1","100,0.5","7014","1","20,0.5,100,0.5","2","2"
"17","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","6","6","","","100,0.25","","","1","11625","0","1","100,0.25","100,0.25","10677","1","100,0.25","10677","1","40,0.25,100,0.25","2","2"
"18","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","7","7","","","100,0.75","","","1","17077","0","1","100,0.75","100,0.75","15330","1","100,0.75","15330","1","20,0.75,40,0.75,100,0.75","3","3"
"19","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","8","8","","","100,0.5","","","0","25777","2","3","100,0.25,100,0.75,100,0.5","100,0.25","8588","0","100,0.5","24788","1","20,0.25,100,0.25,100,0.75,100,0.5,100,0.75,100,0.5","2","6"
"20","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","9","9","","","","","","","10284","0","0","","","","","","","","","",""
"21","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","10","10","","","20,0.25","","","1","29129","0","1","20,0.25","20,0.25","26415","1","20,0.25","26415","1","100,0.25,100,0.5,100,0.25,20,0.25","4","4"
"22","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","11","11","","","20,0.75","","","1","8345","0","1","20,0.75","20,0.75","7190","1","20,0.75","7190","1","20,0.75","1","1"
"23","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","12","12","","","100,0.75","","","1","17157","0","1","100,0.75","100,0.75","12555","1","100,0.75","12555","1","20,0.75,100,0.75","2","2"
"24","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","13","13","","","40,0.25","","","1","12087","0","1","40,0.25","40,0.25","10875","1","40,0.25","10875","1","20,0.25,40,0.25","2","2"
"25","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","14","14","","","40,0.75","","","1","12783","0","1","40,0.75","40,0.75","11099","1","40,0.75","11099","1","40,0.25,40,0.5,40,0.75","3","3"
"26","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","15","15","","","20,0.5","","","1","43022","0","1","20,0.5","20,0.5","42020","1","20,0.5","42020","1","20,0.5,40,0.5,100,0.5,20,0.5","4","4"
"27","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","16","16","","","100,0.25","","","1","11264","0","1","100,0.25","100,0.25","10325","1","100,0.25","10325","1","20,0.25,40,0.25,20,0.25,100,0.25","4","4"
"28","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Superimposed","Binomial","17","17","","","","","","","3316","0","0","","","","","","","","","",""
"29","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","0","0","Text","","","","","","5645","","","","","","","","","","","",""
"30","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","1","11","Comprehension","0","","1","","0","23939","0","","","","","","","","","","",""
"31","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","2","15","Comprehension","3","","3","","1","15680","0","","","","","","","","","","",""
"32","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","3","4","Recall","3","","3","","1","20333","0","","","","","","","","","","",""
"33","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","4","2","Recall","1","","2","","0","5581","0","","","","","","","","","","",""
"34","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","5","6","Recall","1","","0","","0","18583","0","","","","","","","","","","",""
"35","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","6","3","Recall","2","","1","","0","9650","0","","","","","","","","","","",""
"36","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","7","1","Recall","0","","0","","1","5820","0","","","","","","","","","","",""
"37","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","8","10","Comprehension","1","","0","","0","58227","0","","","","","","","","","","",""
"38","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","9","9","Comprehension","3","","1","","0","8162","0","","","","","","","","","","",""
"39","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","10","5","Recall","0","","1","","0","10746","0","","","","","","","","","","",""
"40","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","11","14","Comprehension","2","","2","","1","5053","0","","","","","","","","","","",""
"41","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","12","7","Recall","2","","3","","0","6157","0","","","","","","","","","","",""
"42","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","13","8","Recall","3","","2","","0","6412","0","","","","","","","","","","",""
"43","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","14","12","Comprehension","2","","3","","0","1967","0","","","","","","","","","","",""
"44","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","15","16","Comprehension","0","","1","","0","2072","0","","","","","","","","","","",""
"45","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Binomial","16","13","Comprehension","1","","1","","1","139052","0","","","","","","","","","","",""
"46","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Power Law","0","","","","","","","","4735","","","","","","","","","","","",""
"47","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Power Law","1","","","","","","","","5268","","","","","","","","","","","",""
"48","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Power Law","2","","","","","","","","8586","","","","","","","","","","","",""
"49","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Power Law","3","","","","","","","","10187","","","","","","","","","","","",""
"50","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Power Law","4","","","","","","","","38636","","","","","","","","","","","",""
"51","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Power Law","5","","","","","","","","6693","","","","","","","","","","","",""
"52","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Tutorial","","Power Law","6","","","","","","","","4732","","","","","","","","","","","",""
"53","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","0","0","","","3,1.4","","","0","245485","1","2","5,1.4,3,1.4","5,1.4","16138","0","3,1.4","21326","1","3,0.6,5,0.6,5,1.4,3,1.4","3","4"
"54","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","1","1","","","","","","","17891","0","0","","","","","","","","","",""
"55","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","2","2","","","5,0.6","","","0","13885","1","2","1,0.6,5,0.6","1,0.6","2343","0","5,0.6","13042","1","5,0.6","0","1"
"56","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","3","3","","","1,1.4","","","0","8532","1","2","1,0.6,1,1.4","1,0.6","3656","0","1,1.4","6959","1","1,1.4","0","1"
"57","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","4","4","","","1,0.6","","","0","158774","3","3","1,1,1,1.4,3,1.4","1,1","31319","0","3,1.4","48159","0","1,1.4,1,1,1,1.4,3,1.4,1,1.4,1,0.6,1,1,1,1,1,0.6","2","4"
"58","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","5","5","","","","","","","924","0","0","","","","","","","","","",""
"59","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","6","6","","","5,1","","","0","29110","1","2","1,1.4,5,1","1,1.4","14751","0","5,1","28144","1","1,0.6,1,1.4,1,1,5,1","2","4"
"60","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","7","7","","","1,1","","","1","42129","0","1","1,1","1,1","41121","1","1,1","41121","1","1,1,1,1","2","2"
"61","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","8","8","","","3,1.4","","","1","12267","0","1","3,1.4","3,1.4","11391","1","3,1.4","11391","1","1,1,3,1,3,1.4","3","3"
"62","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","9","9","","","3,0.6","","","1","100471","0","1","3,0.6","3,0.6","5543","1","3,0.6","5543","1","3,0.6","1","1"
"63","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","10","10","","","","","","","10724","0","0","","","","","","","","","",""
"64","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","11","11","","","3,1","","","0","21450","1","2","3,0.6,3,1","3,0.6","12954","0","3,1","20615","1","3,0.6,3,0.6,3,1","2","3"
"65","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","12","12","","","3,0.6","","","1","125288","0","1","3,0.6","3,0.6","20743","1","3,0.6","20743","1","3,0.6,3,1.4,3,0.6","3","3"
"66","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","13","13","","","1,1.4","","","0","28566","1","2","1,1,1,1.4","1,1","14943","0","1,1.4","27728","1","1,1,1,1.4","1","2"
"67","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","14","14","","","","","","","1533","0","0","","","","","","","","","",""
"68","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","15","15","","","5,0.6","","","0","15948","3","3","1,0.6,1,0.6,1,0.6","1,0.6","3405","0","1,0.6","4669","0","5,0.6,5,0.6,5,0.6","0","0"
"69","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","16","16","","","3,1","","","0","14031","3","3","1,0.6,1,0.6,1,0.6","1,0.6","1104","0","1,0.6","3015","0","3,0.6,3,1","0","0"
"70","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","17","17","","","3,0.6","","","0","49128","3","3","1,0.6,5,1.4,3,1.4","1,0.6","1271","0","3,1.4","37029","0","5,0.6,5,1.4,3,1.4,3,1.4,3,0.6","0","3"
"71","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","18","18","","","5,1.4","","","0","13598","3","3","1,0.6,1,0.6,1,0.6","1,0.6","813","0","1,0.6","1852","0","5,0.6,5,1.4","0","0"
"72","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Practice","Separated","Power Law","19","19","","","","","","","33857","0","0","","","","","","","","","",""
"73","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","0","0","Text","","","","","","3922","","","","","","","","","","","",""
"74","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","1","11","Comprehension","0","","0","","1","6358","0","","","","","","","","","","",""
"75","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","2","4","Recall","3","","2","","0","9899","0","","","","","","","","","","",""
"76","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","3","12","Comprehension","1","","3","","0","5532","0","","","","","","","","","","",""
"77","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","4","2","Recall","1","","1","","1","10762","0","","","","","","","","","","",""
"78","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","5","5","Recall","0","","0","","1","25097","1","","","","","","","","","","",""
"79","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","6","6","Recall","1","","3","","0","60035","0","","","","","","","","","","",""
"80","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","7","16","Comprehension","2","","2","","1","2481","0","","","","","","","","","","",""
"81","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","8","9","Comprehension","0","","1","","0","2853","0","","","","","","","","","","",""
"82","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","9","13","Comprehension","3","","1","","0","9364","0","","","","","","","","","","",""
"83","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","10","14","Comprehension","3","","3","","1","2839","0","","","","","","","","","","",""
"84","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","11","8","Recall","3","","3","","1","12601","0","","","","","","","","","","",""
"85","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","12","7","Recall","2","","2","","1","6516","0","","","","","","","","","","",""
"86","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","13","10","Comprehension","2","","3","","0","3295","0","","","","","","","","","","",""
"87","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","14","1","Recall","0","","0","","1","7715","0","","","","","","","","","","",""
"88","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","15","15","Comprehension","1","","3","","0","2200","0","","","","","","","","","","",""
"89","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Test","","Power Law","16","3","Recall","2","","2","","1","5708","0","","","","","","","","","","",""
"90","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","0","","","","","","","","6221","","","","","","","","","","","",""
"91","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","1","","","","","","I thought it was interesting","","12485","0","","","","","","","","","","",""
"92","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","2","","","","","4","","","3808","0","","","","","","","","","","",""
"93","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","3","","","","","1","","","5416","0","","","","","","","","","","",""
"94","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","4","","","","","0","","","4352","0","","","","","","","","","","",""
"95","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","5","","","","","0","","","2017","0","","","","","","","","","","",""
"96","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","6","","","","","1","","","2465","0","","","","","","","","","","",""
"97","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","7","","","","","2","","","8390","0","","","","","","","","","","",""
"98","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","8","","","","","","radio 0","","20319","1","","","","","","","","","","",""
"99","NONTURK576197584","false","forced","2","Superimposed","Superimposed first","1","2014/3/25 2 15:55","2014/3/25 2 16:32","36.5","Background","","","9","","","","","","35","","5607","0","","","","","","","","","","",""
"100","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Introduction","","","0","","","","","","","","26877","","","","","","","","","","","",""
"101","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Tutorial","","Binomial","0","","","","","","","","32885","","","","","","","","","","","",""
"102","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Tutorial","","Binomial","1","","","","","","","","30775","","","","","","","","","","","",""
"103","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Tutorial","","Binomial","2","","","","","","","","10912","","","","","","","","","","","",""
"104","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Tutorial","","Binomial","3","","","","","","","","43879","","","","","","","","","","","",""
"105","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Tutorial","","Binomial","4","","","","","","","","18535","","","","","","","","","","","",""
"106","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Tutorial","","Binomial","5","","","","","","","","15176","","","","","","","","","","","",""
"107","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","0","0","","","40,0.5","","","1","64093","0","1","40,0.5","40,0.5","60072","1","40,0.5","60072","1","20,0.5,20,0.75,100,0.75,20,0.75,100,0.75,100,0.5,100,0.25,100,0.5,40,0.5,40,0.5","10","10"
"108","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","1","1","","","","","","","10027","0","0","","","","","","","","","",""
"109","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","2","2","","","20,0.75","","","1","24359","0","1","20,0.75","20,0.75","22833","1","20,0.75","22833","1","20,0.5,20,0.75,40,0.75,20,0.75","4","4"
"110","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","3","3","","","20,0.5","","","1","9797","0","1","20,0.5","20,0.5","8639","1","20,0.5","8639","1","20,0.5","1","1"
"111","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","4","4","","","40,0.5","","","1","12757","0","1","40,0.5","40,0.5","11568","1","40,0.5","11568","1","20,0.5,40,0.5","2","2"
"112","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","5","5","","","100,0.5","","","1","8949","0","1","100,0.5","100,0.5","7832","1","100,0.5","7832","1","20,0.5,40,0.5,100,0.5","3","3"
"113","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","6","6","","","100,0.25","","","1","10669","0","1","100,0.25","100,0.25","9792","1","100,0.25","9792","1","100,0.25","1","1"
"114","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","7","7","","","100,0.75","","","1","11964","0","1","100,0.75","100,0.75","10888","1","100,0.75","10888","1","20,0.75,100,0.75","2","2"
"115","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","8","8","","","100,0.5","","","1","39436","0","1","100,0.5","100,0.5","36640","1","100,0.5","36640","1","100,0.25,100,0.75,100,0.5,100,0.75,100,0.5,100,0.25,100,0.5","7","7"
"116","NONTURK20150086","false","forced","1","Superimposed","Separated first","0","2014/3/25 2 15:56","2014/3/25 2 16:32","36.14","Practice","Separated","Binomial","9","9","","","","","","","18005","0","0","","","","","","","","","",""
